;Grid_Code;buildings_total_units;n_occupied_by_owner;n_ownership_with_current_household;n_owned_without_current_household;n_rented_for_residential_purposes;n_rented_with_current_household;n_rented_without_current_household;n_vacation_and_leisure;n_vacant;n_diplomatic_army;n_commercial_use;we_private_individuals;we_private_companies_legal_entities;we_public_companies;we_housing_cooperative;we_does_not_apply_since_no_condominium;w_less_30;w_30_60;w_60_100;w_100_and_more;w_gewerblich;r_1;r_2;r_3;r_4;r_5;r_6;r_7_and_more;r_gewerblich;gs_buildings_with_living_space;gs_residential_buildings;gs_residential_buildings_no_dormitories;gs_dormitory;gs_other_building_with_living_space;j_before_1919;j_1919_1948;j_1949_1978;j_1979_1995;j_1996_2008;j_2009_and_later;e_community_of_apartment_owners;e_private_persons;e_housing_cooperative;e_municipality_housing_company;e_private_housing_company;e_other_private_company;e_federal_or_state_government;e_nonprofit_organization;gt_detached_house;gt_semidetached_house;gt_terraced_house;gt_other_type_of_building;gg_detached_single_family_house;gg_onefamily_semidetached;gg_onefamily_terraced_house;gg_detached_twofamily;gg_twofamily_semidetached_house;gg_twofamily_terraced_house;gg_apartment_3_6;gg_apartment_7_12;gg_apartment_13;gg_other_building_type;h_district;h_floor;h_block;h_central;h_stoves_night;h_no_heating;z_1_apart;z_2_apart;z_3_6_apart;z_7_12_apart;z_13_and_more_apart
13268;100mN33325E42396;94;0;20;0;0;66;0;0;8;0;0;12;0;0;0;82;3;54;22;12;0;5;11;34;23;11;3;8;0;0;0;82;0;12;13;11;68;0;0;0;12;80;0;0;0;0;0;0;3;0;90;0;0;0;13;0;0;22;59;0;0;0;0;49;0;45;0;0;13;22;59;0;0
13269;100mN33325E42397;114;0;30;0;0;74;4;0;6;0;0;28;3;0;0;84;0;53;45;14;0;0;29;37;28;10;4;4;0;0;0;83;0;31;24;28;62;0;0;0;30;64;6;0;0;5;0;0;0;0;105;4;0;0;14;0;0;11;43;36;0;4;0;41;0;60;9;0;14;13;47;36;0
13270;100mN33325E42398;96;0;41;0;0;49;0;0;6;0;0;31;0;0;0;65;0;27;45;21;0;3;5;21;32;13;13;10;0;0;0;95;0;0;7;18;70;0;0;0;31;61;0;0;3;0;0;0;0;4;90;0;0;0;29;0;0;18;45;0;0;0;0;34;0;59;0;0;30;20;45;0;0
13271;100mN33325E42399;52;0;16;0;0;30;0;0;4;0;0;17;0;0;0;35;0;17;28;4;0;0;3;19;21;7;3;0;0;0;0;49;0;3;0;0;50;0;0;0;17;32;0;0;0;0;0;0;0;12;38;3;0;0;3;0;0;17;30;0;0;3;0;31;0;19;0;0;5;17;30;0;0
13272;100mN33325E42400;9;0;5;0;0;4;0;0;0;0;0;6;0;0;0;3;0;7;3;0;0;0;0;5;3;0;0;0;0;0;0;9;0;0;0;0;9;0;0;0;6;3;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9;0;0;0;0;9;0;0;0;0;0;0;9;0;0
13273;100mN33325E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13274;100mN33325E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13275;100mN33325E42403;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;0;0;4;0;0;0;0;4;0;0;0;0;0;0;3;0;0;3;3;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;3;3;0;0;0
13276;100mN33325E42404;50;0;15;0;0;35;0;0;0;0;0;4;0;0;0;46;0;22;14;13;0;0;4;19;14;3;4;7;0;0;0;50;0;0;9;14;25;0;0;0;4;46;0;0;0;0;0;0;0;3;48;0;0;0;10;0;3;10;28;0;0;0;0;8;0;42;0;0;10;12;28;0;0
13277;100mN33325E42405;104;0;20;0;0;81;0;0;3;0;0;6;0;0;0;98;3;41;48;13;0;0;14;38;31;7;7;7;0;0;0;100;0;4;0;70;21;5;0;0;6;63;0;0;29;0;0;0;0;3;100;0;0;0;10;0;0;21;71;0;0;0;5;37;0;61;0;0;10;22;71;0;0
13278;100mN33325E42406;130;0;32;0;0;94;0;0;3;0;0;35;0;0;0;95;0;55;50;22;0;0;18;49;34;14;3;11;0;0;0;130;0;0;18;51;32;13;12;0;35;56;0;0;32;0;0;0;0;0;128;0;0;0;15;0;0;14;61;38;0;0;0;56;0;67;0;0;16;14;61;38;0
13279;100mN33325E42407;76;0;55;0;0;16;0;0;3;0;0;3;0;0;0;74;0;7;42;21;0;0;3;12;24;18;9;11;0;0;0;74;0;3;31;32;13;0;0;0;3;73;0;0;0;0;0;0;0;0;75;0;0;0;62;0;0;10;3;0;0;0;0;6;0;69;0;0;63;10;3;0;0
13280;100mN33325E42408;108;0;66;0;0;35;4;0;3;0;0;28;0;0;0;80;0;26;52;25;0;3;11;25;29;14;11;16;0;0;0;108;0;0;20;36;11;40;0;0;28;79;0;0;0;0;0;0;0;0;107;0;0;0;46;0;0;8;20;33;0;0;0;17;0;91;0;0;47;8;20;33;0
13281;100mN33325E42409;67;0;22;0;0;45;0;0;0;0;0;9;0;0;0;57;0;31;21;10;0;5;3;15;20;11;8;5;0;0;0;64;0;3;3;28;31;0;4;0;10;35;15;0;0;0;0;4;7;0;59;0;0;0;20;3;0;0;12;32;0;0;0;8;0;58;0;0;21;3;12;32;0
13282;100mN33325E42410;114;0;11;0;0;101;0;0;0;0;0;20;0;0;0;94;9;57;45;3;0;11;13;49;35;4;0;3;0;0;0;114;0;0;0;13;101;0;0;0;20;14;19;21;39;0;0;0;0;0;114;0;0;0;3;0;0;3;44;51;14;0;0;8;0;104;0;0;3;3;44;51;14
13283;100mN33325E42411;47;0;14;0;0;29;0;0;4;0;0;21;0;0;0;26;4;15;22;3;0;6;13;11;12;3;3;0;0;0;0;39;0;8;17;4;12;7;0;0;21;23;0;0;0;0;0;0;0;8;37;3;0;0;3;0;0;3;31;9;0;3;3;18;0;26;0;0;5;3;31;9;0
13284;100mN33325E42412;46;0;9;0;0;32;0;0;4;0;0;9;0;0;0;36;5;12;21;9;0;5;3;9;16;5;3;5;0;0;0;35;0;11;4;13;21;4;0;0;10;34;0;0;0;0;0;0;0;0;45;0;0;0;6;0;0;6;17;16;0;0;0;7;0;36;0;0;7;6;17;16;0
13285;100mN33325E42413;107;0;35;0;0;69;0;0;3;0;0;45;0;0;0;62;0;44;50;8;0;3;11;35;37;9;5;8;0;0;0;103;0;4;0;18;87;0;0;0;45;48;0;0;10;0;0;0;0;0;105;0;0;0;11;0;0;4;45;31;15;0;10;27;0;70;0;0;12;4;45;31;15
13286;100mN33325E42414;69;0;39;0;0;26;0;0;4;0;0;37;4;0;0;28;0;7;49;9;0;0;0;25;28;4;7;4;0;0;0;68;0;0;0;8;55;3;0;0;41;26;0;0;0;0;0;0;0;14;54;0;0;0;9;0;0;4;24;31;0;0;0;8;0;60;0;0;10;4;24;31;0
13287;100mN33325E42415;140;0;32;0;0;98;5;0;3;0;0;72;20;0;0;48;8;48;79;6;0;10;26;41;54;8;0;0;0;0;0;135;0;5;0;0;132;4;0;0;92;38;0;0;8;0;0;0;6;0;134;0;0;0;0;0;0;0;63;50;27;0;21;8;9;102;0;0;0;0;63;50;27
13288;100mN33325E42416;42;0;0;0;0;39;0;0;3;0;0;0;0;0;0;42;0;12;26;0;0;0;3;38;0;0;0;0;0;0;0;42;0;0;0;0;42;0;0;0;0;0;0;0;36;0;0;0;0;0;42;0;0;0;0;0;0;0;42;0;0;0;0;0;0;40;0;0;0;0;42;0;0
13289;100mN33325E42417;89;0;0;0;0;88;0;0;0;0;0;0;0;0;0;89;0;17;65;0;0;0;0;5;21;44;18;0;0;0;0;89;0;0;0;0;89;0;0;0;0;0;79;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;6;83;0;0;84;0;0;0;0;0;0;0;6;83;0
13290;100mN33325E42418;222;0;0;0;0;221;0;0;0;0;0;0;0;0;0;222;157;45;20;0;0;145;42;20;14;0;0;0;0;0;0;64;158;0;0;0;68;153;0;0;0;0;0;0;56;0;0;157;158;0;64;0;0;0;0;0;0;0;0;8;214;0;0;0;0;220;0;0;0;0;0;8;214
13291;100mN33325E42419;64;0;0;0;0;63;0;0;0;0;0;0;0;0;0;64;0;18;45;0;0;0;0;0;13;35;14;0;0;0;0;64;0;0;0;0;64;0;0;0;0;0;60;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;63;0;0;62;0;0;0;0;0;0;0;0;63;0
13479;100mN33326E42391;110;0;24;0;0;82;0;0;4;0;0;24;0;0;0;86;3;61;35;12;0;0;9;61;24;4;7;4;0;0;0;110;0;0;3;3;103;3;0;0;24;79;0;3;0;0;0;0;6;0;104;0;0;0;10;3;0;20;67;9;0;0;0;64;0;44;0;0;11;22;67;9;0
13480;100mN33326E42392;98;0;44;0;0;45;3;0;6;0;0;20;0;0;0;78;0;43;40;14;0;0;7;35;30;13;5;8;0;0;0;98;0;0;4;4;88;3;0;0;20;76;0;0;0;0;0;0;3;0;96;0;0;0;19;0;0;44;35;0;0;0;0;48;0;46;3;0;19;44;35;0;0
13481;100mN33326E42393;121;0;22;0;0;93;3;0;4;0;0;24;0;0;0;97;0;72;37;9;0;0;16;58;28;6;5;8;0;0;0;113;0;8;0;12;107;0;0;0;24;93;0;0;0;0;0;0;3;0;117;0;0;0;7;0;0;15;71;26;0;0;3;61;3;54;0;0;7;16;71;26;0
13482;100mN33326E42394;80;0;9;0;0;69;0;0;3;0;0;22;0;0;0;58;0;59;14;6;0;3;4;49;16;4;4;0;0;0;0;77;0;3;9;18;53;0;0;0;22;53;0;0;0;4;0;0;5;5;68;3;0;0;0;0;0;7;55;15;0;3;0;61;0;16;0;0;0;9;55;15;0
13483;100mN33326E42395;98;0;20;0;0;73;0;0;5;0;0;24;0;0;0;74;0;49;43;3;0;0;11;58;18;7;4;0;0;0;0;88;0;10;19;3;75;0;0;0;24;74;0;0;0;0;0;0;0;0;94;4;0;0;3;0;0;23;51;17;0;4;0;45;3;49;0;0;3;24;53;17;0
13484;100mN33326E42396;155;0;18;3;0;121;3;0;12;0;0;40;0;0;0;115;7;89;50;6;0;5;33;68;34;10;3;3;0;0;0;110;0;45;20;32;98;4;0;0;40;103;0;0;6;0;0;0;0;0;155;0;0;0;4;0;0;6;84;36;25;0;0;68;4;81;0;0;4;6;84;36;25
13485;100mN33326E42397;85;0;40;0;0;44;0;0;0;0;0;18;0;0;0;67;0;38;24;27;0;0;13;25;10;14;9;13;0;0;0;85;0;0;16;30;39;0;0;0;18;64;0;0;3;0;0;0;0;0;84;0;0;0;19;0;0;16;48;0;0;0;0;38;0;46;0;0;20;16;48;0;0
13486;100mN33326E42398;33;0;22;0;0;9;0;0;3;0;0;4;0;0;0;29;0;6;15;10;0;0;3;9;10;6;5;0;0;0;0;31;0;3;5;5;23;0;0;0;4;29;0;0;0;0;0;0;0;0;31;3;0;0;16;0;0;8;7;0;0;3;0;6;0;26;0;0;18;8;7;0;0
13487;100mN33326E42399;64;0;15;0;0;48;0;0;0;0;0;9;0;0;0;55;3;23;31;3;0;3;11;19;21;5;3;3;0;0;0;62;0;3;6;3;52;0;0;0;9;33;0;0;15;0;0;0;7;0;57;0;3;0;5;0;0;4;24;16;13;0;0;18;3;37;0;0;7;4;24;16;13
13488;100mN33326E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13489;100mN33326E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13490;100mN33326E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13491;100mN33326E42403;16;0;5;0;0;11;0;0;0;0;0;0;0;0;0;16;0;5;6;0;0;0;6;3;0;3;0;0;0;0;0;16;0;0;0;3;0;4;6;0;0;13;0;0;0;0;0;0;3;0;14;0;0;0;5;0;0;0;8;0;0;0;0;3;0;10;0;0;6;3;8;0;0
13492;100mN33326E42404;69;0;10;0;0;58;0;0;0;0;0;5;0;0;0;63;0;23;36;6;0;3;4;35;16;6;3;4;0;0;0;69;0;0;0;41;23;0;0;0;6;22;0;3;36;0;0;0;3;0;66;0;3;0;4;0;0;6;36;20;0;0;0;34;0;33;0;0;6;7;36;20;0
13493;100mN33326E42405;107;0;13;0;0;93;0;0;0;0;0;8;0;0;0;99;0;60;37;9;0;0;23;60;11;6;5;3;0;0;0;107;0;0;13;71;23;0;0;0;8;36;0;0;56;0;0;0;0;0;107;0;0;0;8;0;0;8;79;12;0;0;0;51;0;52;3;0;8;8;79;12;0
13494;100mN33326E42406;71;0;31;0;0;37;0;0;3;0;0;13;0;0;0;58;0;24;23;24;0;0;6;23;16;7;9;9;0;0;0;71;0;0;5;33;32;0;0;0;13;55;0;0;0;0;0;0;0;10;61;0;0;0;26;0;0;22;16;7;0;0;0;17;0;51;0;0;26;22;16;7;0
13495;100mN33326E42407;99;0;55;0;0;42;0;0;3;0;0;43;0;0;0;56;4;22;48;20;0;0;10;29;29;16;7;7;0;0;0;99;0;0;28;13;35;22;0;0;43;56;0;0;0;0;0;0;3;0;95;0;0;0;34;3;0;10;7;44;0;0;0;8;0;89;0;0;36;12;7;44;0
13496;100mN33326E42408;59;0;23;0;0;35;0;0;0;0;0;6;0;0;0;53;0;17;29;11;0;0;6;20;18;8;6;0;0;0;0;54;0;5;19;22;17;0;0;0;6;48;0;0;3;0;0;0;5;5;45;4;0;3;16;0;0;14;22;0;0;4;0;22;0;33;0;0;18;14;26;0;0
13497;100mN33326E42409;81;0;61;0;0;19;0;0;0;0;0;7;0;0;0;74;3;9;26;46;0;0;5;8;20;16;15;16;0;0;0;80;0;0;9;54;18;0;0;0;7;68;0;5;0;0;0;0;0;3;79;0;0;0;65;0;3;3;10;0;0;0;0;0;0;74;5;0;65;5;10;0;0
13498;100mN33326E42410;126;0;27;0;0;97;0;0;0;0;0;4;0;0;0;122;21;36;57;8;0;26;14;28;30;19;7;3;0;0;0;126;0;0;0;33;90;0;0;0;4;39;0;69;14;0;0;0;0;0;126;0;0;0;33;0;0;8;15;30;40;0;0;4;0;121;0;0;33;8;15;30;40
13499;100mN33326E42411;45;0;25;0;0;20;0;0;0;0;0;44;0;0;0;0;0;10;30;6;0;0;7;15;22;0;0;0;0;0;0;45;0;0;0;0;0;32;0;0;44;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;32;12;0;0;0;0;43;0;0;0;0;0;32;13
13500;100mN33326E42412;32;0;22;0;0;9;0;0;0;0;0;26;0;0;0;6;0;0;23;6;0;0;0;8;15;5;3;0;0;0;0;32;0;0;0;0;0;29;0;0;26;5;0;0;0;0;0;0;0;0;32;0;0;0;6;0;0;0;26;0;0;0;0;0;0;30;0;0;6;0;26;0;0
13501;100mN33326E42413;101;0;8;0;0;86;4;0;3;0;0;24;0;0;0;77;10;58;28;3;0;10;11;41;34;3;3;0;0;0;0;97;0;4;0;59;38;0;0;0;24;74;0;0;0;0;0;0;0;8;93;0;0;0;0;0;0;0;45;55;0;0;0;33;0;66;0;0;0;0;45;55;0
13502;100mN33326E42414;54;0;32;0;0;20;0;0;3;0;0;3;0;0;0;52;0;12;17;23;0;0;3;14;4;9;12;12;0;0;0;54;0;0;0;41;10;0;0;0;3;50;0;0;0;0;0;0;0;3;51;0;0;0;27;0;3;12;12;0;0;0;0;15;0;39;0;0;28;14;12;0;0
13503;100mN33326E42415;97;0;17;0;0;76;0;0;4;0;0;13;0;0;0;84;0;63;26;7;0;0;54;9;22;5;4;3;0;0;0;97;0;0;0;16;80;0;0;0;13;35;0;0;48;0;0;0;11;0;86;0;0;0;11;0;0;8;20;48;10;0;0;12;0;82;0;0;11;8;20;48;10
13504;100mN33326E42416;53;0;0;0;0;49;3;0;0;0;0;0;6;0;0;46;0;6;44;0;0;0;0;14;36;0;0;0;0;0;0;53;0;0;0;0;53;0;0;0;7;0;0;0;44;0;0;0;0;7;45;0;0;0;0;0;0;0;29;24;0;0;0;0;0;52;0;0;0;0;29;24;0
13505;100mN33326E42417;131;0;0;0;0;129;0;0;0;0;0;0;0;0;0;129;3;88;41;0;0;11;44;49;24;0;0;0;0;0;0;131;0;0;0;0;131;0;0;0;0;0;0;0;118;0;0;0;0;0;131;0;0;0;0;0;0;0;0;49;81;0;0;0;0;126;0;0;0;0;0;49;81
13506;100mN33326E42418;65;0;3;0;0;61;0;0;0;0;0;0;0;0;0;65;0;38;26;3;0;3;18;31;11;3;0;0;0;0;0;65;0;0;0;0;60;3;0;0;0;6;0;0;57;0;0;0;4;0;60;0;3;0;0;3;0;0;0;32;28;0;0;0;0;62;0;0;3;3;0;32;28
13507;100mN33326E42419;22;0;20;0;0;3;0;0;0;0;0;0;0;0;0;22;0;0;3;16;0;0;0;3;3;3;9;5;0;0;0;22;0;0;0;0;0;20;0;0;0;21;0;0;0;0;0;0;3;0;18;0;0;0;18;3;0;0;0;0;0;0;0;3;0;18;0;0;20;3;0;0;0
13508;100mN33326E42420;37;0;34;0;0;3;0;0;0;0;0;3;0;0;0;34;0;0;0;33;0;0;0;3;5;7;17;6;0;0;0;37;0;0;0;0;0;34;0;0;3;32;0;0;0;0;0;0;4;0;33;0;0;0;33;0;0;0;4;0;0;0;3;3;0;33;0;0;33;0;4;0;0
13690;100mN33327E42391;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0
13691;100mN33327E42392;54;0;20;0;0;34;0;0;0;0;0;7;0;0;0;47;0;32;10;12;0;0;3;29;7;4;6;6;0;0;0;54;0;0;0;0;53;0;0;0;7;44;0;0;0;0;0;0;0;0;54;0;0;0;13;0;0;20;21;0;0;0;0;24;0;28;0;0;13;20;21;0;0
13692;100mN33327E42393;76;0;20;0;0;51;0;0;5;0;0;5;0;0;0;71;0;42;23;9;0;0;7;35;23;7;3;3;0;0;0;66;0;10;0;17;58;0;0;0;5;61;0;0;9;0;0;0;0;0;75;0;0;0;4;0;0;22;33;16;0;0;0;29;0;47;0;0;5;22;33;16;0
13693;100mN33327E42394;92;0;3;0;0;82;3;0;3;0;0;5;5;0;0;82;0;67;21;0;0;10;15;49;9;5;4;0;0;0;0;84;0;8;7;3;37;0;38;0;10;38;0;0;0;42;0;0;46;0;46;0;0;0;0;0;0;6;24;17;44;0;0;24;45;22;0;0;0;6;24;17;44
13694;100mN33327E42395;154;0;31;0;0;112;0;0;11;0;0;38;0;0;0;116;3;63;68;19;0;8;14;52;45;21;6;8;0;0;0;133;0;21;64;31;59;0;0;0;38;100;0;0;0;3;0;7;0;8;144;0;0;0;9;0;0;31;69;41;0;0;0;77;3;72;0;0;11;32;69;41;0
13695;100mN33327E42396;111;0;26;0;0;80;0;0;5;0;0;16;0;0;0;95;3;42;47;12;0;3;14;39;36;10;5;5;0;0;0;100;0;11;52;29;27;0;0;0;16;85;0;0;0;0;0;3;10;0;95;6;0;0;19;0;0;5;73;7;0;6;4;38;0;69;0;0;19;7;77;7;0
13696;100mN33327E42397;71;0;19;0;0;51;0;0;0;0;0;34;0;0;0;37;3;13;28;25;0;0;10;16;16;10;10;8;0;0;0;69;0;3;39;10;22;0;0;0;34;36;0;0;0;0;0;0;32;0;37;3;0;0;23;0;0;5;9;0;31;3;0;6;0;61;3;0;23;7;9;0;31
13697;100mN33327E42398;91;0;37;0;0;48;0;0;5;0;0;4;0;0;0;87;0;34;26;30;0;0;5;28;25;10;12;11;0;0;0;84;0;7;38;31;22;0;0;0;4;83;0;0;0;0;0;0;0;0;91;0;0;0;39;0;0;19;18;15;0;0;0;32;0;58;0;0;39;19;18;15;0
13698;100mN33327E42399;86;0;20;0;0;64;0;0;0;0;0;14;0;0;0;72;3;34;36;10;0;0;9;31;21;10;8;6;0;0;0;77;0;9;14;10;50;8;0;0;14;62;0;0;0;0;0;0;14;10;58;4;0;0;10;0;3;16;50;0;0;4;3;31;7;45;0;0;11;18;54;0;0
13699;100mN33327E42400;28;0;19;0;0;8;0;0;0;0;0;0;0;0;0;28;0;7;9;10;0;0;3;4;9;4;6;3;0;0;0;28;0;0;8;7;12;0;0;0;0;28;0;0;0;0;0;0;0;0;27;0;0;0;18;0;0;6;3;0;0;0;0;3;0;22;0;0;19;6;3;0;0
13700;100mN33327E42401;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0
13701;100mN33327E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13702;100mN33327E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13703;100mN33327E42404;42;0;20;0;0;20;0;0;3;0;0;40;0;0;0;3;3;12;22;7;0;0;6;11;19;4;0;0;0;0;0;42;0;0;0;3;21;0;12;0;40;3;0;0;0;0;0;0;19;0;23;0;0;0;3;0;0;0;0;7;33;0;0;0;0;39;0;0;3;0;0;7;33
13704;100mN33327E42405;117;0;46;3;0;64;0;0;5;0;0;77;0;0;0;40;0;33;69;12;0;3;13;42;44;13;3;0;0;0;0;117;0;0;0;19;49;0;37;0;77;37;0;0;0;0;0;0;3;0;113;0;0;0;6;0;0;17;46;45;0;0;0;21;0;94;0;0;8;18;46;45;0
13705;100mN33327E42406;117;0;37;0;0;78;0;0;3;0;0;24;0;0;0;93;3;57;31;27;0;0;15;51;20;9;10;12;0;0;0;117;0;0;5;16;96;0;0;0;24;89;0;0;0;0;0;0;0;3;114;0;0;0;27;0;0;16;59;15;0;0;0;39;0;77;0;0;27;16;59;15;0
13706;100mN33327E42407;79;0;33;0;0;38;0;0;7;0;0;17;0;0;0;62;3;26;27;22;0;0;9;17;22;10;8;12;0;0;0;75;0;4;5;43;19;9;0;0;17;57;0;0;3;0;0;0;7;7;64;0;0;0;25;0;0;18;33;0;0;0;0;19;0;57;0;0;28;18;33;0;0
13707;100mN33327E42408;7;0;5;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;7;0;0;0;6;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;5;0;0;3;0;0;0;0;0;0;0;6;0;0;5;3;0;0;0
13708;100mN33327E42409;81;0;41;0;0;40;0;0;0;0;0;25;0;0;0;56;3;21;28;25;0;0;7;20;19;18;9;7;0;0;0;80;0;0;35;25;19;3;0;0;25;55;0;0;0;0;0;0;0;0;79;0;0;0;29;0;0;13;23;14;0;0;3;15;0;63;0;0;29;14;23;14;0
13709;100mN33327E42410;73;0;40;0;0;28;0;0;3;0;0;24;0;0;0;49;0;13;32;25;0;0;3;17;19;12;11;11;0;0;0;73;0;0;13;47;13;0;0;0;24;49;0;0;0;0;0;0;0;0;71;0;0;0;38;0;0;6;20;8;0;0;0;27;0;46;0;0;39;6;20;8;0
13710;100mN33327E42411;50;0;22;0;0;26;0;0;3;0;0;34;0;0;0;16;7;16;17;12;0;6;14;7;10;5;3;6;0;0;0;50;0;0;0;13;16;13;0;0;34;16;0;0;0;0;0;0;0;0;48;0;0;0;9;0;0;5;0;19;15;0;0;8;0;42;0;0;10;6;0;19;15
13711;100mN33327E42412;50;0;38;0;0;10;0;0;0;0;0;12;0;0;0;38;0;3;23;22;0;0;0;8;17;6;8;10;0;0;0;50;0;0;0;28;12;8;0;0;12;38;0;0;0;0;0;0;0;0;49;0;0;0;27;0;0;4;17;0;0;0;0;8;0;39;3;0;28;4;17;0;0
13712;100mN33327E42413;58;0;19;0;0;38;0;0;0;0;0;3;0;0;0;55;0;4;32;15;0;0;0;3;11;30;10;3;0;0;0;58;0;0;0;32;12;8;0;0;3;27;27;0;0;0;0;0;0;0;58;0;0;0;18;0;0;3;22;16;0;0;33;10;0;13;0;0;18;3;22;16;0
13713;100mN33327E42414;69;0;30;0;0;37;0;0;3;0;0;12;0;0;0;57;3;12;33;20;0;3;6;10;10;23;8;10;0;0;0;62;0;7;0;58;6;0;0;0;12;45;11;0;0;0;0;0;0;0;69;0;0;0;27;0;0;10;30;0;0;0;13;11;0;45;0;0;27;10;30;0;0
13714;100mN33327E42415;54;0;23;0;0;31;0;0;0;0;0;10;11;0;0;33;0;3;37;12;0;0;0;5;23;10;5;9;0;0;0;54;0;0;0;19;34;0;0;0;21;22;0;0;7;0;0;0;0;3;50;0;0;3;17;0;0;3;0;31;0;0;0;0;0;52;0;0;19;3;0;31;0
13715;100mN33327E42416;60;0;7;0;0;53;0;0;0;0;0;3;3;0;0;55;0;16;35;3;0;0;6;27;20;3;4;0;0;0;0;60;0;0;0;0;51;9;0;0;5;9;0;0;44;0;0;0;0;0;60;0;0;0;6;0;0;0;4;49;0;0;3;3;0;54;0;0;6;0;4;49;0
13716;100mN33327E42417;11;0;10;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;6;0;0;0;3;0;4;3;0;0;0;0;11;0;0;0;0;0;8;0;0;0;11;0;0;0;0;0;0;9;0;3;0;7;0;3;3;0;0;0;0;0;0;0;0;0;9;0;0;9;3;0;0;0
13717;100mN33327E42418;22;0;20;0;0;3;0;0;0;0;0;5;0;0;0;17;0;0;0;19;0;0;0;3;3;6;3;7;0;0;0;22;0;0;0;0;0;19;0;0;5;17;0;0;0;0;0;0;18;3;0;0;11;3;0;4;0;0;3;0;0;0;0;0;0;21;0;0;15;4;3;0;0
13718;100mN33327E42419;25;0;24;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;6;23;0;0;0;0;3;3;9;9;0;0;0;25;0;0;0;0;0;23;0;0;0;25;0;0;0;0;0;0;10;0;14;0;10;0;12;0;0;3;0;0;0;0;3;0;0;23;0;0;23;3;0;0;0
13719;100mN33327E42420;48;0;46;0;0;3;0;0;0;0;0;0;0;0;0;48;0;0;3;45;0;0;0;0;6;6;22;12;0;0;0;48;0;0;0;0;0;47;0;0;0;47;0;0;0;0;0;0;0;0;48;0;0;0;48;0;0;0;0;0;0;0;3;3;0;44;0;0;48;0;0;0;0
