;Grid_Code;buildings_total_units;n_occupied_by_owner;n_ownership_with_current_household;n_owned_without_current_household;n_rented_for_residential_purposes;n_rented_with_current_household;n_rented_without_current_household;n_vacation_and_leisure;n_vacant;n_diplomatic_army;n_commercial_use;we_private_individuals;we_private_companies_legal_entities;we_public_companies;we_housing_cooperative;we_does_not_apply_since_no_condominium;w_less_30;w_30_60;w_60_100;w_100_and_more;w_gewerblich;r_1;r_2;r_3;r_4;r_5;r_6;r_7_and_more;r_gewerblich;gs_buildings_with_living_space;gs_residential_buildings;gs_residential_buildings_no_dormitories;gs_dormitory;gs_other_building_with_living_space;j_before_1919;j_1919_1948;j_1949_1978;j_1979_1995;j_1996_2008;j_2009_and_later;e_community_of_apartment_owners;e_private_persons;e_housing_cooperative;e_municipality_housing_company;e_private_housing_company;e_other_private_company;e_federal_or_state_government;e_nonprofit_organization;gt_detached_house;gt_semidetached_house;gt_terraced_house;gt_other_type_of_building;gg_detached_single_family_house;gg_onefamily_semidetached;gg_onefamily_terraced_house;gg_detached_twofamily;gg_twofamily_semidetached_house;gg_twofamily_terraced_house;gg_apartment_3_6;gg_apartment_7_12;gg_apartment_13;gg_other_building_type;h_district;h_floor;h_block;h_central;h_stoves_night;h_no_heating;z_1_apart;z_2_apart;z_3_6_apart;z_7_12_apart;z_13_and_more_apart
13720;100mN33327E42421;38;0;26;0;0;11;0;0;0;0;0;11;0;0;0;27;0;6;11;22;0;0;3;6;9;13;6;0;0;0;0;38;0;0;0;0;0;37;0;0;11;27;0;0;0;0;0;0;0;0;38;0;0;0;27;0;0;0;0;11;0;0;3;0;0;36;0;0;27;0;0;11;0
13900;100mN33328E42391;73;0;45;0;0;24;0;0;4;0;0;11;0;0;0;62;0;14;38;19;0;0;5;10;19;19;6;13;0;0;0;72;0;0;26;35;12;0;0;0;11;62;0;0;0;0;0;0;0;0;72;0;0;0;46;0;0;16;10;0;0;0;0;17;0;55;0;0;47;16;10;0;0
13901;100mN33328E42392;81;0;28;0;0;50;0;0;3;0;0;18;0;0;0;63;0;27;33;23;0;3;7;28;18;11;9;6;0;0;0;80;0;0;33;35;13;0;0;0;18;53;0;0;7;0;0;0;0;0;68;11;0;0;18;0;0;15;28;8;0;11;0;32;0;44;0;0;19;16;29;16;0
13902;100mN33328E42393;66;0;29;0;0;30;0;0;7;0;0;39;0;0;0;27;3;16;37;10;0;4;3;21;28;8;0;0;0;0;0;66;0;0;19;23;0;0;16;0;39;22;0;0;0;0;0;0;24;3;36;4;0;0;0;0;0;0;17;31;12;4;22;19;0;24;0;0;3;0;21;31;12
13903;100mN33328E42394;81;0;44;0;0;32;0;0;4;0;0;3;0;0;0;79;0;18;30;27;0;0;3;14;16;18;11;19;0;0;0;78;0;3;30;39;12;0;0;0;3;78;0;0;0;0;0;0;3;0;79;0;0;0;44;0;0;28;0;8;0;0;0;20;3;57;0;0;45;28;0;8;0
13904;100mN33328E42395;132;0;54;0;0;71;4;0;3;0;0;52;0;0;0;80;0;52;55;20;0;0;34;32;38;13;10;4;0;0;0;132;0;0;82;30;20;0;0;0;52;77;0;0;0;0;0;0;0;3;128;0;0;0;16;0;3;27;52;34;0;0;0;61;0;69;0;0;16;30;52;34;0
13905;100mN33328E42396;80;0;52;0;0;25;0;0;3;0;0;6;0;0;0;74;0;11;44;15;0;0;7;19;23;11;12;8;0;0;0;80;0;0;51;10;17;0;0;0;6;73;0;0;0;0;0;0;0;3;76;3;0;3;65;0;0;3;3;6;0;3;4;14;0;61;0;0;69;3;3;6;0
13906;100mN33328E42397;46;0;34;0;0;9;0;0;3;0;0;6;0;0;0;40;0;6;26;14;0;0;0;7;13;10;8;7;0;0;0;46;0;0;26;12;8;0;0;0;6;39;0;0;0;0;0;0;0;0;45;0;0;0;39;0;0;4;3;0;0;0;0;5;0;38;0;0;40;4;3;0;0
13907;100mN33328E42398;51;0;22;0;0;28;0;0;0;0;0;0;0;0;0;49;3;17;21;9;0;3;3;18;12;4;5;7;0;0;0;47;0;4;27;11;13;0;0;0;0;46;0;0;0;3;0;0;4;3;40;4;0;0;8;0;0;10;28;0;0;4;0;16;0;35;0;0;9;10;32;0;0
13908;100mN33328E42399;80;0;18;0;0;57;0;0;5;0;0;12;0;0;0;68;0;37;32;12;0;0;15;38;13;4;4;6;0;0;0;70;0;10;17;5;58;0;0;0;12;62;0;0;0;0;0;0;7;4;69;0;0;0;10;0;0;11;41;17;0;0;0;14;5;61;0;0;10;12;41;17;0
13909;100mN33328E42400;10;0;9;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;0;0;4;4;0;0;0;0;0;10;0;0;0;9;0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;8;0;0;10;0;0;0;0
13910;100mN33328E42401;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;3;0;0;0;0;0;3;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0
13911;100mN33328E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13912;100mN33328E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13913;100mN33328E42404;13;0;5;0;0;8;0;0;0;0;0;13;0;0;0;0;0;6;3;0;0;0;3;7;3;0;0;0;0;0;0;13;0;0;0;0;0;9;0;0;13;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;6;7;0;0;0;0;0;13;0;0;0;0;6;7;0
13914;100mN33328E42405;32;0;11;0;0;21;0;0;0;0;0;21;0;0;0;11;0;6;17;6;0;0;3;10;12;0;0;4;0;0;0;32;0;0;0;8;0;15;0;0;21;10;0;0;0;0;0;0;4;0;28;0;0;0;4;0;0;3;3;11;11;0;0;5;15;8;0;0;5;3;3;11;11
13915;100mN33328E42406;89;0;21;0;0;62;0;0;6;0;0;8;0;0;0;81;0;60;12;13;0;0;6;56;11;4;6;6;0;0;0;89;0;0;0;14;74;0;0;0;8;27;0;0;53;0;0;0;0;0;88;0;0;0;13;0;0;10;57;8;0;0;0;7;0;82;0;0;14;10;57;8;0
13916;100mN33328E42407;63;0;44;0;0;18;0;0;0;0;0;3;0;0;0;60;0;14;18;26;0;0;3;9;19;17;14;3;0;0;0;63;0;0;3;46;14;0;0;0;3;60;0;0;0;0;0;0;0;0;60;3;0;0;46;0;0;4;9;0;0;3;0;8;0;55;0;0;49;4;9;0;0
13917;100mN33328E42408;70;0;43;0;0;26;0;0;0;0;0;17;0;0;0;52;0;21;21;29;0;0;9;20;12;6;14;9;0;0;0;69;0;0;3;42;10;0;12;0;18;50;0;0;0;0;0;0;14;0;51;5;0;0;33;0;0;12;6;0;13;5;0;10;0;59;0;0;35;12;9;0;13
13918;100mN33328E42409;60;0;55;0;0;3;0;0;3;0;0;0;0;0;0;60;0;4;38;19;0;0;0;7;19;20;7;6;0;0;0;60;0;0;0;58;0;0;0;0;0;60;0;0;0;0;0;0;0;0;59;0;0;0;59;0;0;0;0;0;0;0;3;5;0;53;0;0;60;0;0;0;0
13919;100mN33328E42410;62;0;37;0;0;25;0;0;0;0;0;3;18;0;0;41;0;12;35;15;0;0;0;9;29;8;10;4;0;0;0;61;0;0;0;26;32;0;0;0;21;41;0;0;0;0;0;0;3;0;60;0;3;0;32;0;0;4;24;0;0;0;3;8;16;33;3;0;34;4;24;0;0
13920;100mN33328E42411;50;0;18;0;0;29;3;0;0;0;0;12;0;0;0;38;7;15;22;7;0;3;23;5;3;8;3;5;0;0;0;50;0;0;0;10;29;8;0;0;12;35;0;0;0;0;0;0;0;0;48;0;0;0;8;0;0;6;11;9;15;0;0;4;0;45;0;0;9;6;11;9;15
13921;100mN33328E42412;39;0;31;0;0;8;0;0;0;0;0;9;0;0;0;30;0;6;13;20;0;0;3;3;3;15;15;3;0;0;0;39;0;0;0;0;10;7;18;0;9;30;0;0;0;0;0;0;0;0;39;0;0;0;30;0;0;0;0;9;0;0;3;0;0;37;0;0;30;0;0;9;0
13922;100mN33328E42413;67;0;23;0;0;44;0;0;0;0;0;0;0;0;0;66;0;0;46;20;0;0;0;3;4;45;11;4;0;0;0;67;0;0;0;35;0;22;0;0;0;28;38;0;0;0;0;0;0;0;66;0;0;0;25;0;0;0;41;0;0;0;40;3;0;24;0;0;25;0;41;0;0
13923;100mN33328E42414;43;0;6;0;0;37;0;0;0;0;0;0;0;0;0;43;0;7;29;6;0;0;0;0;3;34;4;0;0;0;0;43;0;0;0;34;8;0;0;0;0;9;32;0;0;0;0;0;0;6;37;0;0;0;7;0;0;0;34;0;0;0;32;0;0;8;0;0;8;0;34;0;0
13924;100mN33328E42415;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;30;0;0;30;0;0;0;0;0;0;28;0;0;0;0;0;30;0;0;0;0;30;0;0;0;0;0;29;0;0;0;0;0;0;5;25;0;0;0;0;0;0;0;30;0;0;0;28;0;0;0;0;0;0;0;30;0;0
13925;100mN33328E42416;30;0;16;0;0;13;0;0;0;0;0;9;0;0;0;20;0;0;21;9;0;0;0;5;10;7;3;3;0;0;0;30;0;0;0;0;11;18;0;0;10;12;5;0;0;0;0;0;0;3;27;0;0;0;8;0;3;3;16;0;0;0;14;6;0;10;0;0;9;4;16;0;0
13926;100mN33328E42417;19;0;17;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;17;0;0;0;0;4;6;5;4;0;0;0;19;0;0;0;0;4;12;0;0;0;19;0;0;0;0;0;0;7;0;11;0;5;0;11;3;0;0;0;0;0;0;0;3;0;16;0;0;17;3;0;0;0
13927;100mN33328E42418;24;0;21;0;0;0;0;0;3;0;0;3;0;0;0;22;0;0;0;23;0;0;0;0;3;7;7;7;0;0;0;24;0;0;0;0;0;21;0;0;3;22;0;0;0;0;0;0;3;3;16;3;3;3;16;0;0;0;0;0;0;3;0;0;0;22;0;0;22;3;0;0;0
13928;100mN33328E42419;53;0;22;0;0;31;0;0;0;0;0;0;0;0;0;52;0;6;27;19;0;0;0;11;19;8;6;7;0;0;0;53;0;0;0;0;0;43;0;0;0;47;0;0;0;0;0;0;6;0;44;3;4;0;15;3;0;0;0;29;0;3;3;0;0;51;0;0;21;3;0;29;0
13929;100mN33328E42420;68;0;24;0;0;43;0;0;0;0;0;45;0;0;0;23;0;12;38;10;0;0;0;27;24;7;3;4;0;0;0;68;0;0;0;0;0;53;0;0;45;7;11;0;0;0;0;0;0;0;68;0;0;0;7;0;0;0;5;41;15;0;16;8;0;43;0;0;7;0;5;41;15
13930;100mN33328E42421;90;0;43;0;0;47;0;0;0;0;0;55;0;0;0;34;0;19;59;7;0;0;10;31;38;7;3;0;0;0;0;90;0;0;0;0;0;76;0;0;56;21;10;0;0;0;0;0;23;0;65;0;0;0;10;0;0;3;0;77;0;0;12;8;0;70;0;0;10;3;0;77;0
14109;100mN33329E42391;57;0;23;0;0;31;0;0;0;0;0;0;0;0;0;57;7;9;23;14;0;7;7;19;7;5;3;10;0;0;0;46;0;11;11;15;30;0;0;0;0;46;0;0;0;0;0;9;3;0;53;0;3;0;19;0;0;4;8;12;10;0;0;6;0;48;0;0;23;4;8;12;10
14110;100mN33329E42392;28;0;9;0;0;18;0;0;0;0;0;13;0;0;0;15;0;14;9;3;0;0;4;11;6;3;0;3;0;0;0;28;0;0;12;16;0;0;0;0;13;15;0;0;0;0;0;0;0;0;27;0;0;0;6;0;0;0;13;9;0;0;0;17;0;11;0;0;6;0;13;9;0
14111;100mN33329E42393;38;0;14;0;0;20;3;0;3;0;0;4;0;0;0;33;0;10;19;6;0;0;4;7;15;4;0;7;0;0;0;29;0;9;8;13;16;0;0;0;5;30;0;0;0;0;0;0;0;0;37;0;0;0;9;0;0;16;4;8;0;0;0;11;0;26;0;0;10;16;4;8;0
14112;100mN33329E42394;7;0;3;0;0;4;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;7;0;0;0;5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;4;0;0;0;0;0;0;0;5;0;0;3;4;0;0;0
14113;100mN33329E42395;38;0;16;0;0;20;0;0;0;0;0;10;0;0;0;28;0;20;11;3;0;0;10;11;8;3;3;4;0;0;0;34;0;4;24;6;7;0;0;0;10;25;0;0;3;0;0;0;3;0;34;3;0;0;7;0;0;3;25;3;0;3;0;13;0;23;0;0;9;3;25;3;0
14114;100mN33329E42396;94;0;50;0;0;41;0;0;3;0;0;3;0;0;0;91;3;21;48;19;0;3;10;17;32;19;6;7;0;0;0;91;0;3;51;16;27;0;0;0;3;80;0;0;0;8;0;0;4;3;87;0;3;0;54;0;3;8;16;9;0;0;3;16;0;75;0;0;58;11;16;9;0
14115;100mN33329E42397;52;0;12;0;0;40;0;0;0;0;0;0;0;0;0;52;5;19;20;9;0;0;18;8;13;5;5;3;0;0;0;49;0;3;23;9;20;0;0;0;0;50;0;0;0;0;0;0;0;0;52;0;0;0;12;0;0;4;22;0;14;0;0;12;0;40;0;0;12;4;22;0;14
14116;100mN33329E42398;79;0;30;0;0;45;0;0;4;0;0;15;0;0;0;64;0;24;41;12;0;0;5;19;27;20;7;0;0;0;0;64;0;15;47;21;7;3;0;0;15;62;0;0;0;0;0;0;15;3;56;5;0;0;17;3;0;0;38;17;0;5;0;29;0;44;3;0;17;3;43;17;0
14117;100mN33329E42399;49;0;18;0;0;30;0;0;0;0;0;3;0;0;0;47;0;10;31;6;0;0;8;11;15;9;0;4;0;0;0;47;0;3;28;15;6;0;0;0;3;45;0;0;0;0;0;0;7;0;41;0;3;0;23;0;0;3;20;0;0;0;0;12;0;36;0;0;25;3;20;0;0
14118;100mN33329E42400;62;0;27;0;0;33;0;0;3;0;0;0;0;0;0;62;4;19;22;16;0;4;9;16;8;11;8;6;0;0;0;62;0;0;29;13;20;0;0;0;0;61;0;0;0;0;0;0;6;0;54;0;0;0;29;3;0;12;10;7;0;0;0;14;0;46;3;0;31;14;10;7;0
14119;100mN33329E42401;49;0;41;0;0;5;0;0;3;0;0;3;0;0;0;47;0;3;23;25;0;0;0;4;12;17;6;10;0;0;0;49;0;0;13;29;7;0;0;0;3;47;0;0;0;0;0;0;0;4;44;0;0;4;40;0;0;4;0;0;0;0;3;8;0;39;0;0;45;4;0;0;0
14120;100mN33329E42402;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0
14121;100mN33329E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14122;100mN33329E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14123;100mN33329E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14124;100mN33329E42406;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;6;0;5;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;6;0;0
14125;100mN33329E42407;9;0;5;0;0;3;0;0;3;0;0;0;0;0;0;9;0;0;3;6;0;0;0;0;0;3;3;0;0;0;0;9;0;0;0;4;5;0;0;0;0;9;0;0;0;0;0;0;0;0;8;0;0;0;6;0;0;3;0;0;0;0;0;0;0;9;0;0;7;3;0;0;0
14126;100mN33329E42408;52;0;27;0;0;20;0;0;4;0;0;8;0;0;0;44;0;11;24;15;0;0;0;15;15;6;9;5;0;0;0;52;0;0;0;27;22;0;0;0;8;44;0;0;0;0;0;0;0;0;48;4;0;0;19;0;0;8;21;0;0;4;0;18;0;34;0;0;19;8;25;0;0
14127;100mN33329E42409;42;0;32;0;0;10;0;0;0;0;0;4;0;0;0;38;0;3;17;22;0;0;0;5;14;8;9;5;0;0;0;42;0;0;3;30;10;0;0;0;4;38;0;0;0;0;0;0;0;0;42;0;0;0;33;0;0;3;7;0;0;0;0;0;0;39;0;0;33;3;7;0;0
14128;100mN33329E42410;36;0;4;0;0;31;0;0;0;0;0;0;33;0;0;3;0;10;20;0;0;0;0;7;25;3;0;0;0;0;0;36;0;0;0;0;36;0;0;0;33;3;0;0;0;0;0;0;0;0;36;0;0;0;3;0;0;0;23;9;0;0;0;0;24;9;0;0;3;0;23;9;0
14129;100mN33329E42411;33;0;0;0;0;31;0;0;0;0;0;0;31;0;0;0;0;15;15;0;0;0;0;5;26;0;0;0;0;0;0;33;0;0;0;0;32;0;0;0;32;0;0;0;0;0;0;0;0;15;18;0;0;0;0;0;0;0;23;10;0;0;0;0;27;0;0;0;0;0;23;10;0
14130;100mN33329E42412;60;0;5;0;0;54;0;0;0;0;0;0;0;0;0;60;0;25;28;3;0;0;14;13;4;26;3;0;0;0;0;60;0;0;0;35;25;0;0;0;0;9;27;0;24;0;0;0;0;3;56;0;0;3;0;0;0;0;57;0;0;0;31;0;0;29;0;0;3;0;57;0;0
14131;100mN33329E42413;19;0;15;0;0;3;0;0;3;0;0;0;0;0;0;19;0;0;3;17;0;0;0;0;0;4;5;10;0;0;0;19;0;0;0;18;0;0;0;0;0;19;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;17;0;0;19;0;0;0;0
14132;100mN33329E42414;20;0;17;0;0;3;0;0;0;0;0;0;0;0;0;20;0;0;8;9;0;0;0;0;5;7;4;3;0;0;0;20;0;0;0;20;0;0;0;0;0;20;0;0;0;0;0;0;0;19;0;0;0;17;0;0;3;0;0;0;0;0;0;0;0;19;0;0;18;3;0;0;0
14133;100mN33329E42415;52;0;3;0;0;48;0;0;0;0;0;0;0;0;0;52;0;25;24;0;0;0;0;0;26;24;0;3;0;0;0;52;0;0;0;3;49;0;0;0;0;3;46;0;0;0;0;0;0;3;49;0;0;3;0;0;0;0;25;24;0;0;48;0;0;3;0;0;3;0;25;24;0
14134;100mN33329E42416;30;0;22;0;0;8;0;0;0;0;0;12;0;0;0;18;0;0;18;12;0;0;0;0;11;10;5;3;0;0;0;30;0;0;0;0;8;21;0;0;12;13;5;0;0;0;0;0;5;0;25;0;5;0;8;0;0;0;17;0;0;0;5;0;4;20;0;0;13;0;17;0;0
14135;100mN33329E42417;52;0;28;0;0;24;0;0;0;0;0;29;0;0;0;23;0;11;19;23;0;0;8;11;10;13;7;3;0;0;0;52;0;0;0;0;0;50;0;0;29;23;0;0;0;0;0;0;0;0;50;0;0;0;21;0;0;0;0;29;0;0;0;0;0;51;0;0;23;0;0;29;0
14136;100mN33329E42418;101;0;37;0;0;63;0;0;0;0;0;50;0;0;0;51;0;25;62;7;0;0;0;14;58;23;5;0;0;0;0;101;0;0;0;0;0;81;0;0;50;3;37;0;0;0;0;0;3;0;91;8;3;0;0;0;0;0;6;85;0;8;44;0;13;44;0;0;3;0;6;93;0
14137;100mN33329E42419;105;0;52;0;0;51;0;0;0;0;0;105;0;0;0;0;0;28;67;10;0;0;16;34;47;6;3;0;0;0;0;105;0;0;0;0;0;97;0;0;105;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;105;0;0;0;0;0;103;0;0;0;0;0;105;0
14138;100mN33329E42420;48;0;18;0;0;30;0;0;0;0;0;40;0;0;0;8;0;17;26;3;0;0;9;21;14;3;3;0;0;0;0;48;0;0;0;0;0;44;0;0;40;0;4;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;48;0;0;7;0;0;41;0;0;0;0;0;48;0
14139;100mN33329E42421;37;0;8;0;0;29;0;0;0;0;0;0;0;0;0;37;0;12;17;6;0;0;0;3;12;13;5;0;0;0;0;37;0;0;0;0;0;22;6;3;0;10;19;0;0;0;0;0;7;3;28;0;5;3;0;3;0;0;0;27;0;0;31;0;0;4;0;0;7;3;0;27;0
14140;100mN33329E42422;24;0;17;0;0;7;0;0;0;0;0;0;0;0;0;24;0;0;3;16;0;0;0;3;3;6;9;3;0;0;0;24;0;0;0;0;0;0;18;0;0;24;0;0;0;0;0;0;19;3;0;0;14;0;0;5;0;0;0;0;0;0;12;0;0;0;0;0;18;6;0;0;0
14315;100mN33330E42391;41;0;10;0;0;24;0;0;7;0;0;11;0;0;0;30;3;13;18;0;0;3;5;19;11;0;0;3;0;0;0;39;0;3;0;10;24;4;0;0;11;23;0;0;6;0;0;0;5;0;35;0;0;0;3;0;0;0;20;16;0;0;0;7;0;32;0;0;3;3;20;16;0
14316;100mN33330E42392;38;0;17;0;0;17;0;0;4;0;0;8;0;0;0;30;0;14;14;6;0;0;3;12;7;8;0;8;0;0;0;38;0;0;5;13;19;0;0;0;8;29;0;0;0;0;0;0;0;0;38;0;0;0;11;0;0;12;15;0;0;0;4;11;0;23;0;0;11;12;15;0;0
14317;100mN33330E42393;89;0;62;0;0;26;0;0;0;0;0;3;0;0;0;85;0;9;53;22;0;0;8;8;30;14;19;10;0;0;0;89;0;0;29;52;8;0;0;0;4;84;0;0;0;0;0;0;5;0;84;0;3;0;66;3;0;8;3;7;0;0;0;14;0;73;0;0;69;10;3;7;0
14318;100mN33330E42394;86;0;35;0;0;44;3;0;4;0;0;19;0;0;0;67;5;28;40;12;0;6;6;26;26;7;6;9;0;0;0;86;0;0;16;27;43;0;0;0;19;65;0;0;0;0;0;0;0;4;81;0;0;0;32;0;0;10;27;16;0;0;0;38;0;45;0;0;33;10;27;16;0
14319;100mN33330E42395;64;0;32;0;0;30;0;0;0;0;0;7;0;0;0;57;0;18;26;19;0;3;3;12;22;12;5;8;0;0;0;61;0;3;32;23;8;0;0;0;7;54;0;0;0;0;0;0;0;3;62;0;0;0;15;0;3;23;23;0;0;0;0;12;0;50;0;0;15;25;23;0;0
14320;100mN33330E42396;55;0;16;0;0;37;0;0;0;0;0;17;0;0;0;38;6;13;25;9;0;6;4;16;11;10;3;5;0;0;0;55;0;0;25;14;16;0;0;0;17;38;0;0;0;0;0;0;0;0;54;0;0;0;8;0;0;19;27;0;0;0;0;23;0;32;0;0;9;19;27;0;0
14321;100mN33330E42397;63;0;10;0;0;47;0;0;6;0;0;17;0;0;0;46;0;24;32;6;0;0;5;27;20;4;4;3;0;0;0;57;0;6;20;20;14;0;7;0;17;41;0;0;0;0;0;0;7;0;49;7;0;0;5;0;0;12;28;11;0;7;3;26;0;33;0;0;6;12;34;11;0
14322;100mN33330E42398;61;0;20;0;0;32;6;0;3;0;0;12;0;0;0;49;0;17;30;11;0;0;7;15;20;9;5;5;0;0;0;60;0;0;13;5;27;14;0;0;12;46;0;0;0;0;0;0;6;0;53;3;0;0;16;0;0;8;34;0;0;3;0;6;3;50;0;0;18;8;35;0;0
14323;100mN33330E42399;31;0;13;0;0;16;0;0;3;0;0;0;0;0;0;31;0;7;17;6;0;0;3;5;12;7;4;0;0;0;0;31;0;0;13;6;12;0;0;0;0;28;0;0;0;0;0;0;5;0;26;0;0;0;13;0;0;4;12;0;0;0;0;10;0;16;3;0;14;4;12;0;0
14324;100mN33330E42400;37;0;13;0;0;21;0;0;3;0;0;4;0;0;0;33;0;6;20;10;0;0;3;14;6;3;6;4;0;0;0;29;0;8;23;10;4;0;0;0;4;29;0;0;0;0;0;0;0;6;24;7;0;3;9;0;4;8;6;0;0;7;0;3;0;33;3;0;12;12;12;0;0
14325;100mN33330E42401;9;0;5;0;0;4;0;0;0;0;0;4;0;0;0;5;0;0;0;3;0;0;0;0;3;3;3;0;0;0;0;9;0;0;3;3;0;0;3;0;4;5;0;0;0;0;0;0;5;0;4;0;0;0;3;0;0;3;4;0;0;0;0;6;0;3;0;0;3;3;4;0;0
14326;100mN33330E42402;73;0;23;0;0;50;0;0;0;0;0;26;0;0;0;47;0;36;26;9;0;0;3;25;36;7;3;0;0;0;0;73;0;0;0;15;55;0;0;0;26;25;0;0;18;0;0;0;0;0;73;0;0;0;7;0;0;6;33;27;0;0;0;4;0;68;0;0;7;6;33;27;0
14327;100mN33330E42403;60;0;11;0;0;49;0;0;0;0;0;8;0;0;0;52;0;44;10;4;0;0;25;13;15;3;3;0;0;0;0;60;0;0;0;5;55;0;0;0;8;18;0;0;31;0;0;0;0;0;59;0;0;0;3;0;0;4;52;0;0;0;0;18;0;41;0;0;4;4;52;0;0
14328;100mN33330E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14329;100mN33330E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14330;100mN33330E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14331;100mN33330E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14332;100mN33330E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14333;100mN33330E42409;12;0;5;0;0;7;0;0;0;0;0;10;3;0;0;0;0;0;10;0;0;0;0;5;5;0;0;0;0;0;0;12;0;0;0;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;12;0;0;0;6;0;0;6;0;0;0;0;12;0;0
14334;100mN33330E42410;54;0;11;0;0;42;0;0;0;0;0;26;21;0;0;6;0;29;22;0;0;0;0;23;31;0;0;0;0;0;0;54;0;0;0;0;54;0;0;0;48;0;6;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;46;8;0;0;14;0;26;12;0;0;0;0;46;8;0
